Replicate,Harvest,Fauna Treatment,"Litter type (B, E, NL)",Soil depth (cm),Fraction,bulk density (g/cm3),volume (cm3),fraction %,g of soil in total section,Delta 13C,% Carbon,mgC/g soil,Carbon f value,litter derived C (mg/ g soil),g C in the soil in total section  ,mg litter-derived C in total section,Delta 15 N,% Nitrogen,mgN/g soil,Nitrogen f value,litter derived N (mg/ g soil),g N in the soil in total section  ,mg litter-derived N in total section,13C atom%,15 atom%
R1,H1,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-14.2174,32.67788078,8.940614897,0.001614736,0.011179652,6.020710205,9.721856837,85.9006,1.180308027,0.322930352,0.008323013,0.002708436,0.28298204,2.355263328,1.090091,0.397643837
R2,H1,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,33.19368247,9.081737398,,,,,-0.686623,1.226233557,0.335495502,,,,,1.086327907,0.366052694
R2,H1,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,25.2762464,6.9155398,,,,,-0.438811,1.184191144,0.323992766,,,,,1.086327907,0.366143137
R2,H1,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-15.728,34.44214491,9.423314685,0.00090574,0.006270904,6.020710205,5.453195935,81.6305,1.1561755,0.316327732,0.007984677,0.002598336,0.28298204,2.259520204,1.088438741,0.396086371
R2,H1,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-11.19,24.48,6.697688083,0.003035638,0.021017296,6.020710205,18.27669863,122.499,1.06,0.290014272,0.011925129,0.003880619,0.28298204,3.37459735,1.093402133,0.410990653
R3,H1,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,34.29277913,9.382448453,,,,,-1.01577,1.298988378,0.355401102,,,,,1.086327907,0.365932568
R3,H1,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,39.33358186,10.76160386,,,,,-1.24038,1.295888544,0.354552993,,,,,1.086327907,0.365850593
R3,H1,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-14.0798,17.44328793,4.772455134,0.001679318,0.011626789,6.020710205,10.11068759,80.3714,0.635809843,0.173956536,0.007894221,0.0025689,0.28298204,2.23392263,1.090241501,0.39562712
R3,H1,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-15.2614,18.76562164,5.134243483,0.001124737,0.007787138,6.020710205,6.771716507,74.6783,0.861886577,0.235810762,0.007363639,0.002396241,0.28298204,2.083777609,1.088949103,0.393550537
R4,H1,F,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,26.91227011,7.363153218,,,,,-0.485852,1.37115913,0.375146902,,,,,1.086327907,0.366125968
R4,H1,NF,B,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-17.657785,27.96,7.649810408,,,,,-0.351,1.19,0.32558206,,,,,1.086327907,0.366175184
R4,H1,F,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,5.198,21.31,5.830381252,0.010727304,0.07427068,6.020710205,64.58598955,208.797,0.9,0.246238532,0.020300619,0.006606132,0.28298204,5.744710511,1.111322199,0.442447916
R4,H1,NF,E,5-Feb,LF,0.922677204,942.4777961,2.735983694,23.7921902,-13.4107,28.38199147,7.765266587,0.001993358,0.013801053,6.020710205,12.00143366,81.704,0.868815705,0.23770656,0.007959511,0.002590146,0.28298204,2.252398525,1.090973327,0.396113179
R1 ,H1,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,10.0257285,10.16742078,,,,,0.29121,0.420914005,0.426862726,,,,,1.087755079,0.366409566
R1,H1,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,7.974080851,8.086777467,,,,,-0.313635,0.48000527,0.486789121,,,,,1.087755079,0.366188821
R1,H1,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-6.43878,7.50810144,7.614212431,0.00465608,0.030076625,2.848236789,13.26161925,100.46,0.317587362,0.322075782,0.009717192,0.003916768,0.177727453,1.727011825,1.098598199,0.402953832
R1,H1,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-3.071,9.75,9.887795444,0.006237708,0.040293376,2.848236789,17.76646882,145.011,0.66,0.669327692,0.014096852,0.005682104,0.177727453,2.505397519,1.102280966,0.419198622
R2,H1,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,5.541105744,5.619417449,,,,,-0.411449,0.434910567,0.4410571,,,,,1.087755079,0.366153123
R2 ,H1,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,11.51080118,11.67348179,,,,,0.284123,0.470010162,0.476652753,,,,,1.087755079,0.36640698
R2,H1,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,3.13169,6.583417486,6.676460043,0.009150708,0.059110325,2.848236789,26.06338411,75.4445,0.468068186,0.474683331,0.007358146,0.002965893,0.177727453,1.307744576,1.109063073,0.393830017
R2,H1,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,0.542454,11.71789308,11.88350049,0.007934712,0.051255423,2.848236789,22.59993974,128.107,0.509117574,0.516312864,0.012399856,0.004998086,0.177727453,2.203794898,1.10623208,0.41303548
R3,H1,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,11.3669507,11.52759829,,,,,-0.281048,0.476534472,0.483269269,,,,,1.087755079,0.366200714
R3 ,H1,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,5.708997069,5.789681559,,,,,0.369047,0.341217196,0.346039573,,,,,1.087755079,0.366437974
R3,H1,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-0.897,8.02,8.133345585,0.007258694,0.046888587,2.848236789,20.67448032,95.612,0.53,0.537490419,0.009301894,0.003749371,0.177727453,1.653201909,1.104658154,0.401185768
R3,H1,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,1.05659,3.958588732,4.014534936,0.008176169,0.052815145,2.848236789,23.28766439,102.847,0.408758084,0.414535007,0.009941275,0.00400709,0.177727453,1.766837485,1.106794234,0.403824346
R4,H1,F,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,5.374054874,5.450005671,,,,,0.392779,0.472708875,0.479389606,,,,,1.087755079,0.366446635
R4,H1,NF,B,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-16.3530325,8.612570698,8.734291005,,,,,-0.169752,0.498671908,0.505719571,,,,,1.087755079,0.366241333
R4,H1,F,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,0.0825002,4.29063922,4.351278249,0.007718702,0.049860072,2.848236789,21.98469092,114.876,0.242499849,0.245927067,0.011105919,0.00447653,0.177727453,1.973826624,1.105729163,0.408210969
R4,H1,NF,E,0-2,POM,0.701758354,628.3185307,10.14132866,44.71593511,-4.81803,18.3299775,18.58903262,0.005417241,0.034993454,2.848236789,15.42958597,91.0536,0.515853789,0.523144281,0.008849016,0.003566827,0.177727453,1.572713048,1.100370572,0.399523265
R1,H1,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,0.731996779,0.666732932,,,,,0.517505,0.346789053,0.315869808,,,,,1.088403135,0.366492155
R1,H1,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,6.492324837,5.913477897,,,,,1.10798,0.234055775,0.213187678,,,,,1.088403135,0.366707654
R1,H1,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-11.8985,6.867051806,6.254794714,0.00181426,0.009049628,4.337626326,7.869581836,28.6022,0.378412104,0.34467339,0.002724505,0.000829887,0.26488191,0.721672095,1.092627251,0.376740894
R1,H1,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-14.221,6.92,6.303022118,0.000723229,0.003607506,4.337626326,3.137097279,32.334,0.47,0.428095433,0.003029419,0.000922764,0.26488191,0.802438417,1.090087062,0.378102554
R2,H1,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,4.139267713,3.770216177,,,,,1.99326,0.256157191,0.233318561,,,,,1.088403135,0.367030744
R2,H1,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,3.453587961,3.145670709,,,,,0.316204,0.19893178,0.18119529,,,,,1.088403135,0.366418688
R2,H1,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-10.9502,5.938805651,5.409309736,0.002259739,0.011271701,4.337626326,9.801902657,37.1642,0.34473737,0.31400105,0.003412432,0.00103943,0.26488191,0.903891612,1.093664398,0.379864942
R2,H1,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-9.84248,6.087354214,5.54461391,0.002780108,0.01386733,4.337626326,12.05906855,50.9599,0.358136657,0.326205675,0.004912865,0.001496464,0.26488191,1.301329015,1.094875874,0.384898217
R3,H1,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,0.093803191,0.085439825,,,,,0.385981,0.276688722,0.252019528,,,,,1.088403135,0.366444154
R3,H1,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,7.954217482,7.245030162,,,,,1.17934,0.259981934,0.236802295,,,,,1.088403135,0.366733698
R3,H1,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-13.4594,11.25981276,10.25590302,0.001081003,0.0053921,4.337626326,4.688985434,35.4747,0.466840462,0.425217595,0.003403924,0.001036839,0.26488191,0.90163793,1.090920062,0.379248504
R3,H1,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-8.61288,9.880265325,8.999354174,0.003357732,0.01674855,4.337626326,14.56458546,33.8119,0.231619289,0.210968425,0.003165898,0.000964336,0.26488191,0.838589134,1.096220611,0.3786418
R4,H1,F,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,5.256140697,4.78751027,,,,,1.32577,0.406227763,0.370009043,,,,,1.088403135,0.366787139
R4,H1,NF,B,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-15.7605525,6.023861535,5.486782152,,,,,-0.219338,0.327902872,0.298667494,,,,,1.088403135,0.366223236
R4,H1,F,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-11.5503,15.16008673,13.80843381,0.001977832,0.009865536,4.337626326,8.579097928,49.3977,0.282629788,0.257430897,0.004663839,0.00142061,0.26488191,1.235366482,1.093008077,0.384328283
R4,H1,NF,E,5-Feb,POM,0.922677204,942.4777961,9.108413466,79.20701651,-8.83009,18.35441406,16.71795922,0.003255694,0.01623958,4.337626326,14.12198353,27.0712,0.445556651,0.40583142,0.002647274,0.000806363,0.26488191,0.701215093,1.095983065,0.376182252
R1,H1,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.966121745,28.01173548,,,,,1.71143,0.261640991,1.847905509,,,,,1.088923312,0.366927888
R1,H1,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.698631175,26.12251584,,,,,2.09391,0.276421468,1.95229636,,,,,1.088923312,0.367067477
R1,H1,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,4.31001,3.332683086,23.53791513,0.009207112,0.174601729,8.361661289,76.9867524,72.0032,0.231010411,1.631569313,0.006819816,0.0110261,0.712880426,4.861713643,1.11035136,0.392574753
R1,H1,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,5.05161,4.557679279,32.18975981,0.009555568,0.181209777,8.361661289,79.9004245,193.016,0.29480737,2.082151432,0.018524244,0.029949511,0.712880426,13.20557123,1.111162152,0.436696926
R2,H1,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,3.617427313,25.54899308,,,,,1.83162,0.29048862,2.051649169,,,,,1.088923312,0.366971752
R2,H1,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,4.02320948,28.41493201,,,,,2.34139,0.249535018,1.76240402,,,,,1.088923312,0.367157796
R2,H1,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,11.2857,5.220880594,36.87378642,0.012484785,0.236758818,8.361661289,104.3935395,84.1816,0.271380518,1.916693378,0.007989816,0.012917724,0.712880426,5.695783304,1.117977366,0.397016859
R2,H1,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,2.11643,4.786542912,33.80616696,0.008176413,0.155055771,8.361661289,68.36839637,136.68,0.256953828,1.814801242,0.013034537,0.021073896,0.712880426,9.292066109,1.107953038,0.416161262
R3,H1,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.832754271,20.00704174,,,,,1.93688,0.29160953,2.059565876,,,,,1.088923312,0.367010168
R3,H1,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,1.735421647,12.25685323,,,,,1.92952,0.286366511,2.022535735,,,,,1.088923312,0.367007482
R3,H1,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,6.684,3.59,25.35528076,0.01032258,0.195755236,8.361661289,86.31392125,99.741,0.3,2.11882569,0.009489315,0.015342074,0.712880426,6.764746792,1.112946799,0.402691617
R3,H1,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,0.726109,5.539505265,39.12415355,0.007523142,0.142667275,8.361661289,62.90596446,119.458,0.256220176,1.80961964,0.011403037,0.018436129,0.712880426,8.129001521,1.106432888,0.409881788
R4,H1,F,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.113846162,14.92957184,,,,,2.83045,0.271889438,1.92028775,,,,,1.088923312,0.367336281
R4,H1,NF,B,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,-15.28498,2.56984289,18.15016378,,,,,1.47008,0.29952226,2.115451534,,,,,1.088923312,0.366839806
R4,H1,F,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,6.86925,6.957883941,49.14181081,0.010409624,0.197405912,8.361661289,87.04174994,120.464,0.275024768,1.942431812,0.011414229,0.018454224,0.712880426,8.136980082,1.113149324,0.410248617
R4,H1,NF,E,0-2,SILT,0.701758354,628.3185307,70.627523,311.4163676,5.96242,4.297195244,30.35002559,0.009983531,0.189325577,8.361661289,83.47890573,113.897,0.268180148,1.894089956,0.010907579,0.017635086,0.712880426,7.775799246,1.112157924,0.407853971
R1,H1,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.922056236,21.41960584,,,,,2.79588,0.206520747,1.513863064,,,,,1.090518491,0.367323664
R1,H1,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,0,0,,,,,0,0,0,,,,,1.090518491,0.366303286
R1,H1,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.33694,3.252494249,23.84182206,0.002110984,0.036669323,15.10563059,31.88774531,21.1876,0.212679786,1.559010787,0.001784581,0.002771377,1.350455259,2.409996707,1.095428756,0.374035344
R1,H1,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-10.056,3.331164196,24.41849791,0.001772887,0.030796334,15.10563059,26.78057801,38.5782,0.262820999,1.926561901,0.003742295,0.005811622,1.350455259,5.053802425,1.094642357,0.380380855
R2,H1,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,2.992977083,21.93947831,,,,,2.22829,0.253779878,1.860287589,,,,,1.090518491,0.367116519
R2,H1,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,0,0,,,,,0,0,0,,,,,1.090518491,0.366303286
R2,H1,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.52985,2.913580512,21.35747608,0.002020279,0.035093713,15.10563059,30.51759032,25.0705,0.224130619,1.642949051,0.002216298,0.003441814,1.350455259,2.993010943,1.095217781,0.375452213
R2,H1,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.71509,2.918358322,21.39249895,0.001933181,0.033580748,15.10563059,29.20191198,33.488,0.21271022,1.559233879,0.003248518,0.005044807,1.350455259,4.386978542,1.095015194,0.378523618
R3,H1,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.182552563,23.32912715,,,,,2.62768,0.302639626,2.218445157,,,,,1.090518491,0.367262279
R3,H1,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,3.849667504,28.21929282,,,,,1.7025,0.292641089,2.145152685,,,,,1.090518491,0.366924629
R3,H1,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-11.034,3.12525556,22.90912182,0.001313038,0.022808429,15.10563059,19.83427364,23.7111,0.24906123,1.825698392,0.002045728,0.003176926,1.350455259,2.762664041,1.093572748,0.374956173
R3,H1,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.895,2.91,21.33122978,0.001848588,0.032111317,15.10563059,27.92409028,29.744,0.25,1.832579878,0.002720627,0.004225016,1.350455259,3.674085604,1.094818435,0.377157518
R4,H1,F,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,4.463373811,32.71795614,,,,,2.79414,0.265896312,1.949104926,,,,,1.090518491,0.367323029
R4,H1,NF,B,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-13.8265525,4.612704218,33.81259574,,,,,2.1937,0.275726428,2.021162814,,,,,1.090518491,0.367103896
R4,H1,F,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-6.022,2.69,19.71855949,0.003669645,0.063744401,15.10563059,55.43230788,40.446,0.22,1.612670293,0.003653426,0.005673611,1.350455259,4.933787774,1.099053975,0.381062332
R4,H1,NF,E,5-Feb,SILT,0.922677204,942.4777961,73.30319513,637.446621,-9.15739,3.398708881,24.91362203,0.002195407,0.038135814,15.10563059,33.16301008,26.3861,0.260041499,1.906187276,0.002347294,0.003645245,1.350455259,3.169915473,1.095625119,0.375932266
R1,H2,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.913667499,49.13667499,,,,,0.493809,0.382431418,3.824314176,,,,,1.08792384,0.366483507
R1,H2,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,6.40817585,64.0817585,,,,,-0.177812,0.47955615,4.7955615,,,,,1.08792384,0.366238391
R1,H2,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,52.7951,6.180149264,61.80149264,0.032404275,1.696883856,23.08964583,748.2032279,325.79,0.427620261,4.276202611,0.031557012,0.126193767,1.763232098,55.64233724,1.163332212,0.48506237
R1,H2,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,46.6749,5.771091187,57.71091187,0.029529806,1.54635929,23.08964583,681.8327655,269.659,0.444202379,4.44202379,0.026175188,0.104672315,1.763232098,46.15293116,1.156647649,0.464621325
R2,H2,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.650091218,56.50091218,,,,,-0.0993048,0.426513301,4.265133013,,,,,1.08792384,0.366267044
R2,H2,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,4.877262406,48.77262406,,,,,0.0601351,0.382778544,3.827785441,,,,,1.08792384,0.366325233
R2,H2,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,56.6198,5.708056548,57.08056548,0.034200618,1.790951257,23.08964583,789.680158,326.119,0.432970748,4.329707478,0.031644646,0.126544206,1.763232098,55.79685556,1.16750914,0.485182156
R2,H2,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,20.1489,3.788328169,37.88328169,0.017071364,0.893959918,23.08964583,394.17176,154.297,0.281130944,2.811309439,0.014961903,0.059831356,1.763232098,26.38130679,1.127665151,0.422583942
R3,H2,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.790496307,57.90496307,,,,,-0.168229,0.450868004,4.508680044,,,,,1.08792384,0.366241889
R3,H2,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.763676211,57.63676211,,,,,-0.0899034,0.439095327,4.390953265,,,,,1.08792384,0.366270475
R3,H2,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,44.1862,6.067893092,60.67893092,0.028360941,1.485150427,23.08964583,654.8440773,175.199,0.475778474,4.757784736,0.017011298,0.068026711,1.763232098,29.99486657,1.1539292,0.430203168
R3,H2,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,26.957,4.82,48.2,0.020268918,1.061403187,23.08964583,468.0021488,271.558,0.37,3.7,0.026351095,0.105375753,1.763232098,46.46309674,1.135105351,0.465313015
R4,H2,F,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.723976951,57.23976951,,,,,-0.160949,0.418391563,4.183915633,,,,,1.08792384,0.366244546
R4,H2,NF,B,0-2,BULK,0.701758354,628.3185307,100,440.9277778,-16.198745,5.463541719,54.63541719,,,,,0.453389,0.404509423,4.045094226,,,,,1.08792384,0.366468755
R4,H2,F,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,20.3244,5.066662507,50.66662507,0.017153791,0.89827629,23.08964583,396.0749685,341.367,0.390557074,3.905570742,0.033129552,0.132482218,1.763232098,58.41509017,1.127856959,0.490733508
R4,H2,NF,E,0-2,BULK,0.701758354,628.3185307,100,440.9277778,27.02,5.524485522,55.24485522,0.020298508,1.062952654,23.08964583,468.6853518,264.629,0.429647213,4.296472133,0.025627599,0.102482555,1.763232098,45.18740522,1.135174195,0.462789156
R1,H2,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.05633299,40.5633299,,,,,0.59617,0.329608569,3.296085688,,,,,1.089334715,0.366520865
R1,H2,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.515404677,45.15404677,,,,,0.354925,0.36775482,3.677548198,,,,,1.089334715,0.36643282
R1,H2,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-8.37988,4.944020139,49.44020139,0.003068314,0.135673686,38.45180452,117.9822141,69.4378,0.386147672,3.861476722,0.006678399,0.0181571,2.364258914,15.78946429,1.096475424,0.391638966
R1,H2,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,10.7793,5.149758872,51.49758872,0.012072243,0.533806403,38.45180452,464.199531,95.4929,0.394030084,3.940300844,0.009229219,0.025092219,2.364258914,21.82026347,1.117423796,0.401142332
R2,H2,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.558810523,45.58810523,,,,,0.682047,0.370422274,3.704222735,,,,,1.089334715,0.366552206
R2,H2,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.24077534,42.4077534,,,,,0.0745132,0.330288577,3.302885766,,,,,1.089334715,0.36633048
R2,H2,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-7.04083,4.684113418,46.84113418,0.003697606,0.163499491,38.45180452,142.1796118,104.795,0.385281431,3.852814306,0.010100191,0.027460201,2.364258914,23.87946725,1.097939811,0.404534751
R2,H2,NF,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,1.75153,4.17878597,41.7878597,0.007829608,0.346207007,38.45180452,301.0625749,41.0422,0.332717779,3.327177791,0.003974117,0.010804752,2.364258914,9.395842231,1.107554068,0.381279857
R3,H2,F,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.79775521,47.9775521,,,,,-0.00296978,0.380902772,3.809027717,,,,,1.089334715,0.366302202
R3,H2,NF,B,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,-14.90885,4.966284716,49.66284716,,,,,0.560729,0.381562448,3.815624483,,,,,1.089334715,0.36650793
R3,H2,F,E,5-Feb,BULK,0.922677204,942.4777961,100,869.6027778,1.80781,4.451998204,44.51998204,0.007856057,0.34737652,38.45180452,302.0795866,42.6143,0.381432029,3.814320289,0.004134106,0.011239726,2.364258914,9.774096727,1.107615603,0.381853438
